ENSPTRG00000000009|ENSPTRT00000000016|ENSPTRP00000000012
ENSOGAG00000008678|ENSOGAT00000008686|ENSOGAP00000007783
ENSOGAG00000008694|ENSOGAT00000008699|ENSOGAP00000007794
ENSOGAG00000008692|ENSOGAT00000008701|ENSOGAP00000007796
ENSOGAG00000008724|ENSOGAT00000008727|ENSOGAP00000007822
ENSOGAG00000008736|ENSOGAT00000008738|ENSOGAP00000007832
ENSOGAG00000008774|ENSOGAT00000008777|ENSOGAP00000007869
ENSOGAG00000008791|ENSOGAT00000008793|ENSOGAP00000007884
ENSOGAG00000008794|ENSOGAT00000008800|ENSOGAP00000007889
ENSOGAG00000008812|ENSOGAT00000008817|ENSOGAP00000007903
ENSOGAG00000008842|ENSOGAT00000008844|ENSOGAP00000007927
ENSOGAG00000008863|ENSOGAT00000008865|ENSOGAP00000007946
ENSOGAG00000008878|ENSOGAT00000008881|ENSOGAP00000007959
ENSOGAG00000008877|ENSOGAT00000008884|ENSOGAP00000007962
ENSOGAG00000008959|ENSOGAT00000008963|ENSOGAP00000008032
ENSOGAG00000008986|ENSOGAT00000008990|ENSOGAP00000008056
ENSOGAG00000008994|ENSOGAT00000008997|ENSOGAP00000008063
ENSOGAG00000009005|ENSOGAT00000009008|ENSOGAP00000008074
ENSOGAG00000009009|ENSOGAT00000009012|ENSOGAP00000008077
ENSOGAG00000009033|ENSOGAT00000009035|ENSOGAP00000008099
ENSOGAG00000009032|ENSOGAT00000009039|ENSOGAP00000008103
ENSOGAG00000009037|ENSOGAT00000009040|ENSOGAP00000008104
ENSOGAG00000009092|ENSOGAT00000009099|ENSOGAP00000008154
ENSOGAG00000009124|ENSOGAT00000009126|ENSOGAP00000008178
ENSOGAG00000009117|ENSOGAT00000009127|ENSOGAP00000008179
ENSOGAG00000009151|ENSOGAT00000009155|ENSOGAP00000008207
ENSOGAG00000009248|ENSOGAT00000009246|ENSOGAP00000008278
ENSOGAG00000009256|ENSOGAT00000009260|ENSOGAP00000008289
ENSOGAG00000009277|ENSOGAT00000009291|ENSOGAP00000008318
ENSOGAG00000009300|ENSOGAT00000009303|ENSOGAP00000008330
ENSOGAG00000009298|ENSOGAT00000009306|ENSOGAP00000008333
ENSOGAG00000009330|ENSOGAT00000009333|ENSOGAP00000008358
ENSOGAG00000009332|ENSOGAT00000009334|ENSOGAP00000008359
ENSOGAG00000009355|ENSOGAT00000009360|ENSOGAP00000008382
ENSOGAG00000009400|ENSOGAT00000009404|ENSOGAP00000008419
ENSOGAG00000009520|ENSOGAT00000009525|ENSOGAP00000008522
ENSOGAG00000009536|ENSOGAT00000009540|ENSOGAP00000008536
ENSOGAG00000009550|ENSOGAT00000009556|ENSOGAP00000008546
ENSOGAG00000009602|ENSOGAT00000009609|ENSOGAP00000008594
ENSOGAG00000009607|ENSOGAT00000009612|ENSOGAP00000008597
ENSOGAG00000009612|ENSOGAT00000009615|ENSOGAP00000008600
ENSOGAG00000009621|ENSOGAT00000009624|ENSOGAP00000008608
ENSOGAG00000009632|ENSOGAT00000009635|ENSOGAP00000008618
ENSOGAG00000009633|ENSOGAT00000009638|ENSOGAP00000008621
ENSOGAG00000009665|ENSOGAT00000009671|ENSOGAP00000008648
ENSOGAG00000009673|ENSOGAT00000009674|ENSOGAP00000008650
ENSOGAG00000009671|ENSOGAT00000009679|ENSOGAP00000008654
ENSOGAG00000009698|ENSOGAT00000009702|ENSOGAP00000008672
ENSOGAG00000009738|ENSOGAT00000009740|ENSOGAP00000008707
ENSOGAG00000009779|ENSOGAT00000009779|ENSOGAP00000008742
ENSOGAG00000009816|ENSOGAT00000009820|ENSOGAP00000008781
ENSOGAG00000009869|ENSOGAT00000009885|ENSOGAP00000008839
ENSOGAG00000009895|ENSOGAT00000009903|ENSOGAP00000008853
ENSOGAG00000009947|ENSOGAT00000009951|ENSOGAP00000008891
ENSOGAG00000010003|ENSOGAT00000010007|ENSOGAP00000008936
ENSOGAG00000010053|ENSOGAT00000010053|ENSOGAP00000008978
ENSOGAG00000010075|ENSOGAT00000010077|ENSOGAP00000009001
ENSOGAG00000010089|ENSOGAT00000010094|ENSOGAP00000009018
ENSOGAG00000010134|ENSOGAT00000010138|ENSOGAP00000009058
ENSOGAG00000010155|ENSOGAT00000010158|ENSOGAP00000009077
ENSOGAG00000010158|ENSOGAT00000010160|ENSOGAP00000009079
ENSOGAG00000010200|ENSOGAT00000010205|ENSOGAP00000009121
ENSOGAG00000010256|ENSOGAT00000010258|ENSOGAP00000009171
ENSOGAG00000010259|ENSOGAT00000010262|ENSOGAP00000009175
ENSOGAG00000010273|ENSOGAT00000010278|ENSOGAP00000009190
ENSOGAG00000010266|ENSOGAT00000010279|ENSOGAP00000009191
ENSOGAG00000010277|ENSOGAT00000010282|ENSOGAP00000009194
ENSOGAG00000010288|ENSOGAT00000010294|ENSOGAP00000009206
ENSOGAG00000010295|ENSOGAT00000010300|ENSOGAP00000009211
ENSOGAG00000010300|ENSOGAT00000010301|ENSOGAP00000009212
ENSOGAG00000010302|ENSOGAT00000010303|ENSOGAP00000009214
ENSOGAG00000010301|ENSOGAT00000010308|ENSOGAP00000009218
ENSOGAG00000010307|ENSOGAT00000010309|ENSOGAP00000009219
ENSOGAG00000010310|ENSOGAT00000010310|ENSOGAP00000009220
ENSOGAG00000010308|ENSOGAT00000010315|ENSOGAP00000009225
ENSOGAG00000010342|ENSOGAT00000010342|ENSOGAP00000009247
ENSOGAG00000010344|ENSOGAT00000010345|ENSOGAP00000009250
ENSOGAG00000010404|ENSOGAT00000010404|ENSOGAP00000009307
ENSOGAG00000010453|ENSOGAT00000010456|ENSOGAP00000009354
ENSOGAG00000010469|ENSOGAT00000010474|ENSOGAP00000009371
ENSOGAG00000010514|ENSOGAT00000010523|ENSOGAP00000009416
ENSOGAG00000010546|ENSOGAT00000010553|ENSOGAP00000009445
ENSOGAG00000010566|ENSOGAT00000010571|ENSOGAP00000009460
ENSOGAG00000010602|ENSOGAT00000010609|ENSOGAP00000009493
ENSOGAG00000010641|ENSOGAT00000010644|ENSOGAP00000009522
ENSOGAG00000010643|ENSOGAT00000010646|ENSOGAP00000009524
ENSOGAG00000010680|ENSOGAT00000010683|ENSOGAP00000009557
ENSOGAG00000010683|ENSOGAT00000010687|ENSOGAP00000009560
ENSOGAG00000010687|ENSOGAT00000010694|ENSOGAP00000009567
ENSOGAG00000010712|ENSOGAT00000010716|ENSOGAP00000009586
ENSOGAG00000010762|ENSOGAT00000010766|ENSOGAP00000009633
ENSOGAG00000010768|ENSOGAT00000010772|ENSOGAP00000009637
ENSOGAG00000010765|ENSOGAT00000010773|ENSOGAP00000009638
ENSOGAG00000010792|ENSOGAT00000010798|ENSOGAP00000009662
ENSOGAG00000010813|ENSOGAT00000010820|ENSOGAP00000009684
ENSOGAG00000010831|ENSOGAT00000010839|ENSOGAP00000009699
ENSOGAG00000010895|ENSOGAT00000010898|ENSOGAP00000009752
ENSOGAG00000010898|ENSOGAT00000010904|ENSOGAP00000009758
ENSOGAG00000010913|ENSOGAT00000010916|ENSOGAP00000009769
ENSOGAG00000010945|ENSOGAT00000010947|ENSOGAP00000009795
ENSOGAG00000010985|ENSOGAT00000010991|ENSOGAP00000009835
ENSOGAG00000011009|ENSOGAT00000011013|ENSOGAP00000009853
ENSOGAG00000011035|ENSOGAT00000011042|ENSOGAP00000009881
ENSOGAG00000011055|ENSOGAT00000011059|ENSOGAP00000009896
ENSOGAG00000011059|ENSOGAT00000011061|ENSOGAP00000009897
ENSOGAG00000011067|ENSOGAT00000011067|ENSOGAP00000009903
ENSOGAG00000011114|ENSOGAT00000011118|ENSOGAP00000009947
ENSOGAG00000011155|ENSOGAT00000011158|ENSOGAP00000009984
ENSOGAG00000011176|ENSOGAT00000011178|ENSOGAP00000010004
ENSOGAG00000011194|ENSOGAT00000011193|ENSOGAP00000010019
ENSOGAG00000011232|ENSOGAT00000011234|ENSOGAP00000010057
ENSOGAG00000011263|ENSOGAT00000011265|ENSOGAP00000010082
ENSOGAG00000011294|ENSOGAT00000011298|ENSOGAP00000010114
ENSOGAG00000011357|ENSOGAT00000011362|ENSOGAP00000010177
ENSOGAG00000011406|ENSOGAT00000011409|ENSOGAP00000010215
ENSOGAG00000011404|ENSOGAT00000011410|ENSOGAP00000010216
ENSOGAG00000011427|ENSOGAT00000011431|ENSOGAP00000010232
ENSOGAG00000011478|ENSOGAT00000011478|ENSOGAP00000010275
ENSOGAG00000011506|ENSOGAT00000011510|ENSOGAP00000010304
ENSOGAG00000011522|ENSOGAT00000011525|ENSOGAP00000010316
ENSOGAG00000011530|ENSOGAT00000011532|ENSOGAP00000010321
ENSOGAG00000011538|ENSOGAT00000011541|ENSOGAP00000010327
ENSOGAG00000011563|ENSOGAT00000011567|ENSOGAP00000010347
ENSOGAG00000011597|ENSOGAT00000011600|ENSOGAP00000010376
ENSOGAG00000011594|ENSOGAT00000011601|ENSOGAP00000010377
ENSOGAG00000011662|ENSOGAT00000011667|ENSOGAP00000010440
ENSOGAG00000011687|ENSOGAT00000011690|ENSOGAP00000010458
ENSOGAG00000011733|ENSOGAT00000011737|ENSOGAP00000010500
ENSOGAG00000011759|ENSOGAT00000011763|ENSOGAP00000010523
ENSOGAG00000011764|ENSOGAT00000011769|ENSOGAP00000010527
ENSOGAG00000011813|ENSOGAT00000011813|ENSOGAP00000010568
ENSOGAG00000011812|ENSOGAT00000011814|ENSOGAP00000010569
ENSOGAG00000011818|ENSOGAT00000011820|ENSOGAP00000010575
ENSOGAG00000011850|ENSOGAT00000011852|ENSOGAP00000010602
ENSOGAG00000011859|ENSOGAT00000011862|ENSOGAP00000010608
ENSOGAG00000011878|ENSOGAT00000011878|ENSOGAP00000010624
ENSOGAG00000011879|ENSOGAT00000011880|ENSOGAP00000010626
ENSOGAG00000011933|ENSOGAT00000011938|ENSOGAP00000010679
ENSOGAG00000011944|ENSOGAT00000011946|ENSOGAP00000010687
ENSOGAG00000011952|ENSOGAT00000011955|ENSOGAP00000010696
ENSOGAG00000011965|ENSOGAT00000011968|ENSOGAP00000010706
ENSOGAG00000011979|ENSOGAT00000011987|ENSOGAP00000010720
ENSOGAG00000012001|ENSOGAT00000012005|ENSOGAP00000010738
ENSOGAG00000012030|ENSOGAT00000012052|ENSOGAP00000010780
ENSOGAG00000012073|ENSOGAT00000012076|ENSOGAP00000010804
ENSOGAG00000012079|ENSOGAT00000012086|ENSOGAP00000010813
ENSOGAG00000012085|ENSOGAT00000012087|ENSOGAP00000010814
ENSOGAG00000012100|ENSOGAT00000012099|ENSOGAP00000010824
ENSOGAG00000012125|ENSOGAT00000012130|ENSOGAP00000010852
ENSOGAG00000012171|ENSOGAT00000012174|ENSOGAP00000010891
ENSOGAG00000012182|ENSOGAT00000012186|ENSOGAP00000010902
ENSOGAG00000012193|ENSOGAT00000012199|ENSOGAP00000010911
ENSOGAG00000012206|ENSOGAT00000012210|ENSOGAP00000010920
ENSOGAG00000012208|ENSOGAT00000012211|ENSOGAP00000010921
ENSOGAG00000012173|ENSOGAT00000012212|ENSOGAP00000010922
ENSOGAG00000012231|ENSOGAT00000012245|ENSOGAP00000010951
ENSOGAG00000012273|ENSOGAT00000012275|ENSOGAP00000010979
ENSOGAG00000012323|ENSOGAT00000012325|ENSOGAP00000011024
ENSOGAG00000012338|ENSOGAT00000012344|ENSOGAP00000011042
ENSOGAG00000012415|ENSOGAT00000012416|ENSOGAP00000011112
ENSOGAG00000012416|ENSOGAT00000012418|ENSOGAP00000011114
ENSOGAG00000012421|ENSOGAT00000012425|ENSOGAP00000011119
ENSOGAG00000012424|ENSOGAT00000012426|ENSOGAP00000011120
ENSOGAG00000012436|ENSOGAT00000012436|ENSOGAP00000011130
ENSOGAG00000012441|ENSOGAT00000012441|ENSOGAP00000011135
ENSOGAG00000012449|ENSOGAT00000012451|ENSOGAP00000011145
ENSOGAG00000012491|ENSOGAT00000012497|ENSOGAP00000011187
ENSOGAG00000012544|ENSOGAT00000012548|ENSOGAP00000011236
ENSOGAG00000012567|ENSOGAT00000012570|ENSOGAP00000011257
ENSOGAG00000012568|ENSOGAT00000012572|ENSOGAP00000011259
ENSOGAG00000012571|ENSOGAT00000012575|ENSOGAP00000011262
ENSOGAG00000012585|ENSOGAT00000012594|ENSOGAP00000011279
ENSOGAG00000012601|ENSOGAT00000012604|ENSOGAP00000011288
ENSOGAG00000012668|ENSOGAT00000012673|ENSOGAP00000011353
ENSOGAG00000012678|ENSOGAT00000012680|ENSOGAP00000011360
ENSOGAG00000012705|ENSOGAT00000012706|ENSOGAP00000011383
ENSOGAG00000012704|ENSOGAT00000012709|ENSOGAP00000011386
ENSOGAG00000012723|ENSOGAT00000012726|ENSOGAP00000011402
ENSOGAG00000012722|ENSOGAT00000012727|ENSOGAP00000011403
ENSOGAG00000012731|ENSOGAT00000012732|ENSOGAP00000011407
ENSOGAG00000012732|ENSOGAT00000012734|ENSOGAP00000011409
ENSOGAG00000012765|ENSOGAT00000012769|ENSOGAP00000011443
ENSOGAG00000012763|ENSOGAT00000012772|ENSOGAP00000011446
ENSOGAG00000012780|ENSOGAT00000012783|ENSOGAP00000011456
ENSOGAG00000012814|ENSOGAT00000012818|ENSOGAP00000011485
ENSOGAG00000012841|ENSOGAT00000012844|ENSOGAP00000011509
ENSOGAG00000012855|ENSOGAT00000012859|ENSOGAP00000011523
ENSOGAG00000012850|ENSOGAT00000012860|ENSOGAP00000011524
ENSOGAG00000012861|ENSOGAT00000012869|ENSOGAP00000011531
ENSOGAG00000012922|ENSOGAT00000012923|ENSOGAP00000011581
ENSOGAG00000012963|ENSOGAT00000012965|ENSOGAP00000011616
ENSOGAG00000012967|ENSOGAT00000012969|ENSOGAP00000011618
ENSOGAG00000012979|ENSOGAT00000012979|ENSOGAP00000011626
ENSOGAG00000013018|ENSOGAT00000013022|ENSOGAP00000011662
ENSOGAG00000013022|ENSOGAT00000013024|ENSOGAP00000011664
ENSOGAG00000013067|ENSOGAT00000013072|ENSOGAP00000011708
ENSOGAG00000013111|ENSOGAT00000013112|ENSOGAP00000011745
ENSOGAG00000013201|ENSOGAT00000013206|ENSOGAP00000011831
ENSOGAG00000013210|ENSOGAT00000013215|ENSOGAP00000011839
ENSOGAG00000013229|ENSOGAT00000013232|ENSOGAP00000011852
ENSOGAG00000013293|ENSOGAT00000013299|ENSOGAP00000011916
ENSOGAG00000013301|ENSOGAT00000013302|ENSOGAP00000011919
ENSOGAG00000013320|ENSOGAT00000013321|ENSOGAP00000011935
ENSOGAG00000013326|ENSOGAT00000013327|ENSOGAP00000011941
ENSOGAG00000013333|ENSOGAT00000013334|ENSOGAP00000011947
ENSOGAG00000013332|ENSOGAT00000013339|ENSOGAP00000011952
ENSOGAG00000013345|ENSOGAT00000013347|ENSOGAP00000011960
ENSOGAG00000013352|ENSOGAT00000013355|ENSOGAP00000011966
ENSOGAG00000013373|ENSOGAT00000013380|ENSOGAP00000011986
ENSOGAG00000013390|ENSOGAT00000013392|ENSOGAP00000011996
ENSOGAG00000013393|ENSOGAT00000013395|ENSOGAP00000011999
ENSOGAG00000013397|ENSOGAT00000013398|ENSOGAP00000012001
ENSOGAG00000013391|ENSOGAT00000013399|ENSOGAP00000012002
ENSOGAG00000013442|ENSOGAT00000013447|ENSOGAP00000012043
ENSOGAG00000013518|ENSOGAT00000013538|ENSOGAP00000012128
ENSOGAG00000013534|ENSOGAT00000013542|ENSOGAP00000012132
ENSOGAG00000013545|ENSOGAT00000013557|ENSOGAP00000012147
ENSOGAG00000013567|ENSOGAT00000013565|ENSOGAP00000012154
ENSOGAG00000013585|ENSOGAT00000013584|ENSOGAP00000012171
ENSOGAG00000013593|ENSOGAT00000013600|ENSOGAP00000012182
ENSOGAG00000013604|ENSOGAT00000013607|ENSOGAP00000012189
ENSOGAG00000013598|ENSOGAT00000013609|ENSOGAP00000012191
ENSOGAG00000013618|ENSOGAT00000013622|ENSOGAP00000012202
ENSOGAG00000013635|ENSOGAT00000013636|ENSOGAP00000012215
ENSOGAG00000013685|ENSOGAT00000013688|ENSOGAP00000012257
ENSOGAG00000013697|ENSOGAT00000013701|ENSOGAP00000012270
ENSOGAG00000013713|ENSOGAT00000013717|ENSOGAP00000012286
ENSOGAG00000013721|ENSOGAT00000013720|ENSOGAP00000012289
ENSOGAG00000013725|ENSOGAT00000013724|ENSOGAP00000012293
ENSOGAG00000013768|ENSOGAT00000013773|ENSOGAP00000012335
ENSOGAG00000013773|ENSOGAT00000013778|ENSOGAP00000012340
ENSOGAG00000013796|ENSOGAT00000013799|ENSOGAP00000012359
ENSOGAG00000013800|ENSOGAT00000013802|ENSOGAP00000012362
ENSOGAG00000013832|ENSOGAT00000013838|ENSOGAP00000012392
ENSOGAG00000013847|ENSOGAT00000013846|ENSOGAP00000012398
ENSOGAG00000013868|ENSOGAT00000013869|ENSOGAP00000012419
ENSOGAG00000013956|ENSOGAT00000013955|ENSOGAP00000012490
ENSOGAG00000013960|ENSOGAT00000013963|ENSOGAP00000012497
ENSOGAG00000013990|ENSOGAT00000013994|ENSOGAP00000012526
ENSOGAG00000013996|ENSOGAT00000014002|ENSOGAP00000012532
ENSOGAG00000014110|ENSOGAT00000014112|ENSOGAP00000012637
ENSOGAG00000014116|ENSOGAT00000014124|ENSOGAP00000012648
ENSOGAG00000014124|ENSOGAT00000014125|ENSOGAP00000012649
ENSOGAG00000014125|ENSOGAT00000014134|ENSOGAP00000012658
ENSOGAG00000014144|ENSOGAT00000014149|ENSOGAP00000012671
ENSOGAG00000014200|ENSOGAT00000014202|ENSOGAP00000012722
ENSOGAG00000014226|ENSOGAT00000014231|ENSOGAP00000012750
ENSOGAG00000014253|ENSOGAT00000014256|ENSOGAP00000012772
ENSOGAG00000014255|ENSOGAT00000014260|ENSOGAP00000012776
ENSOGAG00000014269|ENSOGAT00000014270|ENSOGAP00000012786
ENSOGAG00000014400|ENSOGAT00000014403|ENSOGAP00000012903
ENSOGAG00000014459|ENSOGAT00000014471|ENSOGAP00000012964
ENSOGAG00000014466|ENSOGAT00000014474|ENSOGAP00000012967
ENSOGAG00000014516|ENSOGAT00000014523|ENSOGAP00000013009
ENSOGAG00000014537|ENSOGAT00000014539|ENSOGAP00000013023
ENSOGAG00000014607|ENSOGAT00000014610|ENSOGAP00000013084
ENSOGAG00000014613|ENSOGAT00000014615|ENSOGAP00000013089
ENSOGAG00000014673|ENSOGAT00000014679|ENSOGAP00000013147
ENSOGAG00000014685|ENSOGAT00000014689|ENSOGAP00000013157
ENSOGAG00000014678|ENSOGAT00000014690|ENSOGAP00000013158
ENSOGAG00000014692|ENSOGAT00000014697|ENSOGAP00000013163
ENSOGAG00000014695|ENSOGAT00000014703|ENSOGAP00000013169
ENSOGAG00000014742|ENSOGAT00000014750|ENSOGAP00000013213
ENSOGAG00000014756|ENSOGAT00000014763|ENSOGAP00000013223
ENSOGAG00000014793|ENSOGAT00000014797|ENSOGAP00000013252
ENSOGAG00000014809|ENSOGAT00000014810|ENSOGAP00000013263
ENSOGAG00000014811|ENSOGAT00000014814|ENSOGAP00000013267
ENSOGAG00000014849|ENSOGAT00000014850|ENSOGAP00000013297
ENSOGAG00000014872|ENSOGAT00000014877|ENSOGAP00000013322
ENSOGAG00000014972|ENSOGAT00000014978|ENSOGAP00000013406
ENSOGAG00000014982|ENSOGAT00000014982|ENSOGAP00000013410
ENSOGAG00000015033|ENSOGAT00000015033|ENSOGAP00000013454
ENSOGAG00000015030|ENSOGAT00000015036|ENSOGAP00000013457
ENSOGAG00000015044|ENSOGAT00000015046|ENSOGAP00000013465
ENSOGAG00000015043|ENSOGAT00000015053|ENSOGAP00000013471
ENSOGAG00000015072|ENSOGAT00000015077|ENSOGAP00000013495
ENSOGAG00000015075|ENSOGAT00000015084|ENSOGAP00000013501
ENSOGAG00000015140|ENSOGAT00000015145|ENSOGAP00000013556
ENSOGAG00000015152|ENSOGAT00000015156|ENSOGAP00000013567
ENSOGAG00000015196|ENSOGAT00000015201|ENSOGAP00000013608
ENSOGAG00000015209|ENSOGAT00000015214|ENSOGAP00000013619
ENSOGAG00000015251|ENSOGAT00000015254|ENSOGAP00000013656
ENSOGAG00000015254|ENSOGAT00000015260|ENSOGAP00000013662
ENSOGAG00000015270|ENSOGAT00000015273|ENSOGAP00000013674
ENSOGAG00000015335|ENSOGAT00000015339|ENSOGAP00000013733
ENSOGAG00000015344|ENSOGAT00000015348|ENSOGAP00000013739
ENSOGAG00000015378|ENSOGAT00000015380|ENSOGAP00000013767
ENSOGAG00000015433|ENSOGAT00000015440|ENSOGAP00000013823
ENSOGAG00000015483|ENSOGAT00000015487|ENSOGAP00000013864
ENSOGAG00000015523|ENSOGAT00000015529|ENSOGAP00000013902
ENSOGAG00000015537|ENSOGAT00000015542|ENSOGAP00000013914
ENSOGAG00000015530|ENSOGAT00000015545|ENSOGAP00000013917
ENSOGAG00000015567|ENSOGAT00000015574|ENSOGAP00000013945
ENSOGAG00000015581|ENSOGAT00000015600|ENSOGAP00000013968
ENSOGAG00000015610|ENSOGAT00000015614|ENSOGAP00000013982
ENSOGAG00000015635|ENSOGAT00000015640|ENSOGAP00000014006
ENSOGAG00000015685|ENSOGAT00000015689|ENSOGAP00000014053
ENSOGAG00000015690|ENSOGAT00000015693|ENSOGAP00000014056
ENSOGAG00000015780|ENSOGAT00000015789|ENSOGAP00000014136
ENSOGAG00000015807|ENSOGAT00000015811|ENSOGAP00000014158
ENSOGAG00000015817|ENSOGAT00000015820|ENSOGAP00000014166
ENSOGAG00000015820|ENSOGAT00000015830|ENSOGAP00000014176
ENSOGAG00000015919|ENSOGAT00000015923|ENSOGAP00000014259
ENSOGAG00000015933|ENSOGAT00000015938|ENSOGAP00000014271
ENSOGAG00000015968|ENSOGAT00000015978|ENSOGAP00000014303
ENSOGAG00000015978|ENSOGAT00000015981|ENSOGAP00000014306
ENSOGAG00000016022|ENSOGAT00000016028|ENSOGAP00000014346
ENSOGAG00000016055|ENSOGAT00000016057|ENSOGAP00000014371
ENSOGAG00000016074|ENSOGAT00000016088|ENSOGAP00000014396
ENSOGAG00000016092|ENSOGAT00000016094|ENSOGAP00000014402
ENSOGAG00000016109|ENSOGAT00000016109|ENSOGAP00000014414
ENSOGAG00000016123|ENSOGAT00000016126|ENSOGAP00000014430
ENSOGAG00000016124|ENSOGAT00000016131|ENSOGAP00000014435
ENSOGAG00000016121|ENSOGAT00000016135|ENSOGAP00000014439
ENSOGAG00000016168|ENSOGAT00000016171|ENSOGAP00000014475
ENSOGAG00000016172|ENSOGAT00000016175|ENSOGAP00000014479
ENSOGAG00000016179|ENSOGAT00000016188|ENSOGAP00000014492
ENSOGAG00000016187|ENSOGAT00000016190|ENSOGAP00000014493
ENSOGAG00000016191|ENSOGAT00000016198|ENSOGAP00000014500
ENSOGAG00000016197|ENSOGAT00000016205|ENSOGAP00000014506
ENSOGAG00000016233|ENSOGAT00000016239|ENSOGAP00000014533
ENSOGAG00000016244|ENSOGAT00000016247|ENSOGAP00000014539
ENSOGAG00000016243|ENSOGAT00000016250|ENSOGAP00000014542
ENSOGAG00000016269|ENSOGAT00000016270|ENSOGAP00000014560
ENSOGAG00000016287|ENSOGAT00000016290|ENSOGAP00000014579
ENSOGAG00000016329|ENSOGAT00000016339|ENSOGAP00000014622
ENSOGAG00000016348|ENSOGAT00000016353|ENSOGAP00000014634
ENSOGAG00000016364|ENSOGAT00000016371|ENSOGAP00000014651
ENSOGAG00000016380|ENSOGAT00000016389|ENSOGAP00000014665
ENSOGAG00000016383|ENSOGAT00000016392|ENSOGAP00000014668
ENSOGAG00000016419|ENSOGAT00000016421|ENSOGAP00000014692
ENSOGAG00000016428|ENSOGAT00000016435|ENSOGAP00000014705
ENSOGAG00000016466|ENSOGAT00000016474|ENSOGAP00000014740
ENSOGAG00000016497|ENSOGAT00000016500|ENSOGAP00000014763
ENSOGAG00000016495|ENSOGAT00000016503|ENSOGAP00000014766
ENSOGAG00000016650|ENSOGAT00000016653|ENSOGAP00000014902
ENSOGAG00000016670|ENSOGAT00000016676|ENSOGAP00000014924
ENSOGAG00000016675|ENSOGAT00000016681|ENSOGAP00000014927
ENSOGAG00000016684|ENSOGAT00000016688|ENSOGAP00000014932
ENSOGAG00000016696|ENSOGAT00000016699|ENSOGAP00000014942
ENSOGAG00000016694|ENSOGAT00000016703|ENSOGAP00000014945
ENSOGAG00000016735|ENSOGAT00000016739|ENSOGAP00000014978
ENSOGAG00000016749|ENSOGAT00000016755|ENSOGAP00000014994
ENSOGAG00000016752|ENSOGAT00000016756|ENSOGAP00000014995
ENSOGAG00000016758|ENSOGAT00000016760|ENSOGAP00000014999
ENSOGAG00000016774|ENSOGAT00000016777|ENSOGAP00000015015
ENSOGAG00000016776|ENSOGAT00000016780|ENSOGAP00000015018
ENSOGAG00000016782|ENSOGAT00000016785|ENSOGAP00000015023
ENSOGAG00000016803|ENSOGAT00000016807|ENSOGAP00000015042
ENSOGAG00000016796|ENSOGAT00000016808|ENSOGAP00000015043
ENSOGAG00000016826|ENSOGAT00000016831|ENSOGAP00000015066
ENSOGAG00000016851|ENSOGAT00000016853|ENSOGAP00000015087
ENSOGAG00000016863|ENSOGAT00000016870|ENSOGAP00000015102
ENSOGAG00000016927|ENSOGAT00000016930|ENSOGAP00000015155
ENSOGAG00000016938|ENSOGAT00000016945|ENSOGAP00000015168
ENSOGAG00000016970|ENSOGAT00000016980|ENSOGAP00000015201
ENSOGAG00000016988|ENSOGAT00000016990|ENSOGAP00000015209
ENSOGAG00000017016|ENSOGAT00000017021|ENSOGAP00000015236
ENSOGAG00000017060|ENSOGAT00000017064|ENSOGAP00000015277
ENSOGAG00000017105|ENSOGAT00000017108|ENSOGAP00000015318
ENSOGAG00000017106|ENSOGAT00000017111|ENSOGAP00000015321
ENSOGAG00000017109|ENSOGAT00000017112|ENSOGAP00000015322
ENSOGAG00000017116|ENSOGAT00000017120|ENSOGAP00000015330
ENSOGAG00000017181|ENSOGAT00000017186|ENSOGAP00000015391
ENSOGAG00000017224|ENSOGAT00000017228|ENSOGAP00000015428
ENSOGAG00000017225|ENSOGAT00000017230|ENSOGAP00000015430
ENSTSYG00000000036|ENSTSYT00000000036|ENSTSYP00000000034
ENSTSYG00000000037|ENSTSYT00000000037|ENSTSYP00000000035
ENSTSYG00000000042|ENSTSYT00000000042|ENSTSYP00000000040
ENSTSYG00000000158|ENSTSYT00000000157|ENSTSYP00000000144
ENSTSYG00000000177|ENSTSYT00000000177|ENSTSYP00000000163
ENSTSYG00000000214|ENSTSYT00000000214|ENSTSYP00000000196
ENSTSYG00000000292|ENSTSYT00000000292|ENSTSYP00000000267
ENSTSYG00000000294|ENSTSYT00000000294|ENSTSYP00000000268
ENSTSYG00000000300|ENSTSYT00000000298|ENSTSYP00000000271
ENSTSYG00000000325|ENSTSYT00000000325|ENSTSYP00000000296
ENSTSYG00000000329|ENSTSYT00000000327|ENSTSYP00000000298
ENSTSYG00000000328|ENSTSYT00000000328|ENSTSYP00000000299
ENSTSYG00000000352|ENSTSYT00000000354|ENSTSYP00000000324
ENSTSYG00000000370|ENSTSYT00000000370|ENSTSYP00000000337
ENSTSYG00000000374|ENSTSYT00000000374|ENSTSYP00000000341
ENSTSYG00000000397|ENSTSYT00000000397|ENSTSYP00000000363
ENSTSYG00000000422|ENSTSYT00000000421|ENSTSYP00000000387
ENSTSYG00000000430|ENSTSYT00000000430|ENSTSYP00000000395
ENSTSYG00000000442|ENSTSYT00000000442|ENSTSYP00000000406
ENSTSYG00000000444|ENSTSYT00000000444|ENSTSYP00000000408
ENSTSYG00000000452|ENSTSYT00000000451|ENSTSYP00000000414
ENSTSYG00000000528|ENSTSYT00000000528|ENSTSYP00000000488
